"Station","Date & Time (Summer)","Relative humidity (%)","Temperature (°C)","Wind speed (m/s)","Rainfall (mm)"
"Beer Sheva Bgu","01/01/2023 00:00","66","13.2","3.3","0"
"Beer Sheva Bgu","01/01/2023 00:10","66","13.3","3.1","0"
"Beer Sheva Bgu","01/01/2023 00:20","66","13.3","3.2","0"
"Beer Sheva Bgu","01/01/2023 00:30","66","13.3","3.2","0"
"Beer Sheva Bgu","01/01/2023 00:40","66","13.3","3.6","0"
"Beer Sheva Bgu","01/01/2023 00:50","66","13.4","3.7","0"
"Beer Sheva Bgu","01/01/2023 01:00","66","13.4","3.8","0"
"Beer Sheva Bgu","01/01/2023 01:10","66","13.3","-","0"
"Beer Sheva Bgu","01/01/2023 01:20","66","13.2","-","0"
"Beer Sheva Bgu","01/01/2023 01:30","67","13.1","-","0"
"Beer Sheva Bgu","01/01/2023 01:40","67","13","-","0"
"Beer Sheva Bgu","01/01/2023 01:50","67","13","-","0"
"Beer Sheva Bgu","01/01/2023 02:00","68","13","-","0"
"Beer Sheva Bgu","01/01/2023 02:10","68","13","-","0"
"Beer Sheva Bgu","01/01/2023 02:20","69","13","-","0"
"Beer Sheva Bgu","01/01/2023 02:30","69","13","-","0"
"Beer Sheva Bgu","01/01/2023 02:40","69","13.1","-","0"
"Beer Sheva Bgu","01/01/2023 02:50","69","13","-","0"
"Beer Sheva Bgu","01/01/2023 03:00","69","13","-","0"
"Beer Sheva Bgu","01/01/2023 03:10","69","12.9","-","0"
"Beer Sheva Bgu","01/01/2023 03:20","69","13","-","0"
"Beer Sheva Bgu","01/01/2023 03:30","70","13","-","0"
"Beer Sheva Bgu","01/01/2023 03:40","70","13","-","0"
"Beer Sheva Bgu","01/01/2023 03:50","70","13.1","-","0"
"Beer Sheva Bgu","01/01/2023 04:00","70","13.1","-","0"
"Beer Sheva Bgu","01/01/2023 04:10","71","13.2","-","0"
"Beer Sheva Bgu","01/01/2023 04:20","71","13.2","-","0"
"Beer Sheva Bgu","01/01/2023 04:30","71","13.2","-","0"
"Beer Sheva Bgu","01/01/2023 04:40","71","13.3","-","0"
"Beer Sheva Bgu","01/01/2023 04:50","70","13.3","-","0"
"Beer Sheva Bgu","01/01/2023 05:00","71","13.2","-","0"
"Beer Sheva Bgu","01/01/2023 05:10","72","13.1","-","0"
"Beer Sheva Bgu","01/01/2023 05:20","72","12.9","-","0"
"Beer Sheva Bgu","01/01/2023 05:30","72","12.9","-","0"
"Beer Sheva Bgu","01/01/2023 05:40","72","13","-","0"
"Beer Sheva Bgu","01/01/2023 05:50","73","12.8","-","0"
"Beer Sheva Bgu","01/01/2023 06:00","73","12.8","-","0"
"Beer Sheva Bgu","01/01/2023 06:10","72","13","-","0"
"Beer Sheva Bgu","01/01/2023 06:20","71","13.3","-","0"
"Beer Sheva Bgu","01/01/2023 06:30","70","13.3","-","0"
"Beer Sheva Bgu","01/01/2023 06:40","70","13.3","-","0"
"Beer Sheva Bgu","01/01/2023 06:50","70","13.2","-","0"
"Beer Sheva Bgu","01/01/2023 07:00","71","13","-","0"
"Beer Sheva Bgu","01/01/2023 07:10","72","12.9","-","0"
"Beer Sheva Bgu","01/01/2023 07:20","72","12.9","-","0"
"Beer Sheva Bgu","01/01/2023 07:30","72","12.8","-","0"
"Beer Sheva Bgu","01/01/2023 07:40","72","12.8","-","0"
"Beer Sheva Bgu","01/01/2023 07:50","72","12.8","-","0"
"Beer Sheva Bgu","01/01/2023 08:00","73","12.7","-","0"
"Beer Sheva Bgu","01/01/2023 08:10","73","12.7","-","0"
"Beer Sheva Bgu","01/01/2023 08:20","72","12.9","-","0"
"Beer Sheva Bgu","01/01/2023 08:30","72","13.1","-","0"
"Beer Sheva Bgu","01/01/2023 08:40","71","13.2","-","0"
"Beer Sheva Bgu","01/01/2023 08:50","71","13.4","-","0"
"Beer Sheva Bgu","01/01/2023 09:00","71","13.4","-","0"
"Beer Sheva Bgu","01/01/2023 09:10","71","13.4","-","0"
"Beer Sheva Bgu","01/01/2023 09:20","71","13.4","-","0"
"Beer Sheva Bgu","01/01/2023 09:30","71","13.5","-","0"
"Beer Sheva Bgu","01/01/2023 09:40","71","13.6","-","0"
"Beer Sheva Bgu","01/01/2023 09:50","71","13.7","-","0"
"Beer Sheva Bgu","01/01/2023 10:00","71","13.7","-","0"
"Beer Sheva Bgu","01/01/2023 10:10","72","13.6","-","0"
"Beer Sheva Bgu","01/01/2023 10:20","72","13.6","-","0"
"Beer Sheva Bgu","01/01/2023 10:30","72","13.7","-","0"
"Beer Sheva Bgu","01/01/2023 10:40","70","14.1","-","0"
"Beer Sheva Bgu","01/01/2023 10:50","67","14.6","-","0"
"Beer Sheva Bgu","01/01/2023 11:00","66","14.8","-","0"
"Beer Sheva Bgu","01/01/2023 11:10","66","14.9","-","0"
"Beer Sheva Bgu","01/01/2023 11:20","65","15","-","0"
"Beer Sheva Bgu","01/01/2023 11:30","64","15.1","-","0"
"Beer Sheva Bgu","01/01/2023 11:40","64","15.1","-","0"
"Beer Sheva Bgu","01/01/2023 11:50","65","15","-","0"
"Beer Sheva Bgu","01/01/2023 12:00","65","14.9","-","0"
"Beer Sheva Bgu","01/01/2023 12:10","66","14.9","-","0"
"Beer Sheva Bgu","01/01/2023 12:20","65","14.9","-","0"
"Beer Sheva Bgu","01/01/2023 12:30","64","15","-","0"
"Beer Sheva Bgu","01/01/2023 12:40","63","15.2","-","0"
"Beer Sheva Bgu","01/01/2023 12:50","62","15.3","-","0"
"Beer Sheva Bgu","01/01/2023 13:00","62","15.2","-","0"
"Beer Sheva Bgu","02/01/2023 16:10","57","15.7","-","0"
"Beer Sheva Bgu","02/01/2023 16:20","58","15.5","-","0"
"Beer Sheva Bgu","02/01/2023 16:30","58","15.4","-","0"
"Beer Sheva Bgu","02/01/2023 16:40","59","15.2","-","0"
"Beer Sheva Bgu","02/01/2023 16:50","59","14.9","-","0"
"Beer Sheva Bgu","02/01/2023 17:00","60","14.8","-","0"
"Beer Sheva Bgu","02/01/2023 17:10","60","14.6","-","0"
"Beer Sheva Bgu","02/01/2023 17:20","61","14.4","-","0"
"Beer Sheva Bgu","02/01/2023 17:30","62","14","-","0"
"Beer Sheva Bgu","02/01/2023 17:40","64","13.7","-","0"
"Beer Sheva Bgu","02/01/2023 17:50","65","13.3","-","0"
"Beer Sheva Bgu","02/01/2023 18:00","66","13","-","0"
"Beer Sheva Bgu","02/01/2023 18:10","67","12.7","-","0"
"Beer Sheva Bgu","02/01/2023 18:20","68","12.4","-","0"
"Beer Sheva Bgu","02/01/2023 18:30","68","12.3","-","0"
"Beer Sheva Bgu","02/01/2023 18:40","69","12.2","-","0"
"Beer Sheva Bgu","02/01/2023 18:50","69","12.1","-","0"
"Beer Sheva Bgu","02/01/2023 19:00","69","12.1","-","0"
"Beer Sheva Bgu","02/01/2023 19:10","69","12","-","0"
"Beer Sheva Bgu","02/01/2023 19:20","70","11.9","-","0"
"Beer Sheva Bgu","02/01/2023 19:30","70","11.9","-","0"
"Beer Sheva Bgu","02/01/2023 19:40","69","11.9","-","0"
"Beer Sheva Bgu","02/01/2023 19:50","69","11.9","-","0"
"Beer Sheva Bgu","02/01/2023 20:00","70","11.8","-","0"
"Beer Sheva Bgu","02/01/2023 20:10","70","11.8","-","0"
"Beer Sheva Bgu","02/01/2023 20:20","70","11.8","-","0"
"Beer Sheva Bgu","02/01/2023 20:30","71","11.8","-","0"
"Beer Sheva Bgu","02/01/2023 20:40","71","11.7","-","0"
"Beer Sheva Bgu","02/01/2023 20:50","71","11.6","-","0"
"Beer Sheva Bgu","02/01/2023 21:00","71","11.5","-","0"
"Beer Sheva Bgu","02/01/2023 21:10","71","11.5","-","0"
"Beer Sheva Bgu","02/01/2023 21:20","71","11.4","-","0"
"Beer Sheva Bgu","02/01/2023 21:30","71","11.4","-","0"
"Beer Sheva Bgu","02/01/2023 21:40","71","11.3","-","0"
"Beer Sheva Bgu","02/01/2023 21:50","72","11.3","-","0"
"Beer Sheva Bgu","02/01/2023 22:00","71","11.4","-","0"
"Beer Sheva Bgu","02/01/2023 22:10","72","11.3","-","0"
"Beer Sheva Bgu","02/01/2023 22:20","70","11.8","-","0"
"Beer Sheva Bgu","02/01/2023 22:30","69","12","-","0"
"Beer Sheva Bgu","02/01/2023 22:40","70","12","-","0"
"Beer Sheva Bgu","02/01/2023 22:50","70","11.8","-","0"
"Beer Sheva Bgu","02/01/2023 23:00","71","11.7","-","0"
"Beer Sheva Bgu","02/01/2023 23:10","71","11.7","-","0"
"Beer Sheva Bgu","02/01/2023 23:20","71","11.7","-","0"
"Beer Sheva Bgu","02/01/2023 23:30","71","11.7","-","0"
"Beer Sheva Bgu","02/01/2023 23:40","71","11.8","-","0"
"Beer Sheva Bgu","02/01/2023 23:50","71","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 00:00","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 00:10","73","11.6","-","0"
"Beer Sheva Bgu","03/01/2023 00:20","73","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 00:30","73","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 00:40","73","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 00:50","74","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 01:00","74","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 01:10","73","11.9","-","0"
"Beer Sheva Bgu","03/01/2023 01:20","74","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 01:30","74","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 01:40","73","11.9","-","0"
"Beer Sheva Bgu","03/01/2023 01:50","73","11.9","-","0"
"Beer Sheva Bgu","03/01/2023 02:00","73","12.1","-","0"
"Beer Sheva Bgu","03/01/2023 02:10","72","12.2","-","0"
"Beer Sheva Bgu","03/01/2023 02:20","72","12.2","-","0"
"Beer Sheva Bgu","03/01/2023 02:30","72","12.1","-","0"
"Beer Sheva Bgu","03/01/2023 02:40","73","12.1","-","0"
"Beer Sheva Bgu","03/01/2023 02:50","72","12","-","0"
"Beer Sheva Bgu","03/01/2023 03:00","73","12","-","0"
"Beer Sheva Bgu","03/01/2023 03:10","72","12","-","0"
"Beer Sheva Bgu","03/01/2023 03:20","72","12","-","0"
"Beer Sheva Bgu","03/01/2023 03:30","72","11.9","-","0"
"Beer Sheva Bgu","03/01/2023 03:40","72","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 03:50","72","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 04:00","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 04:10","71","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 04:20","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 04:30","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 04:40","72","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 04:50","72","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 05:00","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 05:10","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 05:20","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 05:30","73","11.6","-","0"
"Beer Sheva Bgu","03/01/2023 05:40","73","11.6","-","0"
"Beer Sheva Bgu","03/01/2023 05:50","73","11.6","-","0"
"Beer Sheva Bgu","03/01/2023 06:00","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 06:10","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 06:20","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 06:30","71","11.8","-","0"
"Beer Sheva Bgu","03/01/2023 06:40","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 06:50","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 07:00","72","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 07:10","71","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 07:20","71","11.7","-","0"
"Beer Sheva Bgu","03/01/2023 07:30","72","11.5","-","0"
"Beer Sheva Bgu","03/01/2023 07:40","72","11.5","-","0"
"Beer Sheva Bgu","03/01/2023 07:50","72","11.4","-","0"
"Beer Sheva Bgu","03/01/2023 08:00","72","11.3","-","0"
"Beer Sheva Bgu","03/01/2023 08:10","71","11.3","-","0"
"Beer Sheva Bgu","03/01/2023 08:20","71","11.5","-","0"
"Beer Sheva Bgu","03/01/2023 08:30","71","11.6","-","0"
"Beer Sheva Bgu","03/01/2023 08:40","69","12","-","0"
"Beer Sheva Bgu","03/01/2023 08:50","68","12.3","-","0"
"Beer Sheva Bgu","03/01/2023 09:00","67","12.6","-","0"
"Beer Sheva Bgu","03/01/2023 09:10","66","12.9","-","0"
"Beer Sheva Bgu","03/01/2023 09:20","65","13.1","-","0"
"Beer Sheva Bgu","03/01/2023 09:30","65","13.4","-","0"
"Beer Sheva Bgu","03/01/2023 09:40","64","13.8","-","0"
"Beer Sheva Bgu","03/01/2023 09:50","63","14.2","-","0"
"Beer Sheva Bgu","03/01/2023 10:00","61","14.9","-","0"
"Beer Sheva Bgu","03/01/2023 10:10","59","15.4","-","0"
"Beer Sheva Bgu","03/01/2023 10:20","58","15.6","-","0"
"Beer Sheva Bgu","03/01/2023 10:30","58","15.7","-","0"
"Beer Sheva Bgu","03/01/2023 10:40","58","15.7","-","0"
"Beer Sheva Bgu","03/01/2023 10:50","57","15.7","-","0"
"Beer Sheva Bgu","03/01/2023 11:00","56","15.9","-","0"
"Beer Sheva Bgu","03/01/2023 11:10","56","16.3","-","0"
"Beer Sheva Bgu","03/01/2023 11:20","55","16.8","-","0"
"Beer Sheva Bgu","03/01/2023 11:30","54","17","-","0"
"Beer Sheva Bgu","03/01/2023 11:40","54","17","-","0"
"Beer Sheva Bgu","03/01/2023 11:50","55","16.9","-","0"
"Beer Sheva Bgu","03/01/2023 12:00","54","17.3","-","0"
"Beer Sheva Bgu","03/01/2023 12:10","53","17.6","-","0"
"Beer Sheva Bgu","03/01/2023 12:20","51","17.9","-","0"
"Beer Sheva Bgu","03/01/2023 12:30","51","18.2","-","0"
"Beer Sheva Bgu","03/01/2023 12:40","50","18.4","-","0"
"Beer Sheva Bgu","03/01/2023 12:50","50","18.4","-","0"
"Beer Sheva Bgu","03/01/2023 13:00","51","18.2","-","0"
"Beer Sheva Bgu","03/01/2023 13:10","51","18.3","-","0"
"Beer Sheva Bgu","03/01/2023 13:20","50","18.6","-","0"
"Beer Sheva Bgu","03/01/2023 13:30","50","18.7","-","0"
"Beer Sheva Bgu","03/01/2023 13:40","50","18.7","-","0"
"Beer Sheva Bgu","03/01/2023 13:50","50","18.7","-","0"
"Beer Sheva Bgu","03/01/2023 14:00","50","18.6","-","0"
"Beer Sheva Bgu","03/01/2023 14:10","51","18.5","-","0"
"Beer Sheva Bgu","03/01/2023 14:20","50","18.6","-","0"
"Beer Sheva Bgu","03/01/2023 14:30","51","18.4","-","0"
"Beer Sheva Bgu","03/01/2023 14:40","51","18.5","-","0"
"Beer Sheva Bgu","03/01/2023 14:50","50","18.6","-","0"
"Beer Sheva Bgu","03/01/2023 15:00","50","18.6","-","0"
"Beer Sheva Bgu","03/01/2023 15:10","52","18.3","-","0"
"Beer Sheva Bgu","03/01/2023 15:20","52","18.2","-","0"
"Beer Sheva Bgu","03/01/2023 15:30","52","18.3","-","0"
"Beer Sheva Bgu","03/01/2023 15:40","52","18.2","-","0"
"Beer Sheva Bgu","03/01/2023 15:50","53","18","-","0"
"Beer Sheva Bgu","03/01/2023 16:00","54","17.8","-","0"
"Beer Sheva Bgu","03/01/2023 16:10","54","17.6","-","0"
"Beer Sheva Bgu","03/01/2023 16:20","55","17.4","-","0"
"Beer Sheva Bgu","03/01/2023 16:30","55","17.3","-","0"
"Beer Sheva Bgu","03/01/2023 16:40","56","17","-","0"
"Beer Sheva Bgu","03/01/2023 16:50","56","16.8","-","0"
"Beer Sheva Bgu","03/01/2023 17:00","57","16.6","-","0"
"Beer Sheva Bgu","03/01/2023 17:10","58","16.4","-","0"
"Beer Sheva Bgu","03/01/2023 17:20","59","16","-","0"
"Beer Sheva Bgu","03/01/2023 17:30","60","15.7","-","0"
"Beer Sheva Bgu","03/01/2023 17:40","61","15.2","-","0"
"Beer Sheva Bgu","03/01/2023 17:50","62","14.8","-","0"
"Beer Sheva Bgu","03/01/2023 18:00","63","14.5","-","0"
"Beer Sheva Bgu","03/01/2023 18:10","64","14.2","-","0"
"Beer Sheva Bgu","03/01/2023 18:20","65","14","-","0"
"Beer Sheva Bgu","03/01/2023 18:30","67","13.8","-","0"
"Beer Sheva Bgu","03/01/2023 18:40","68","13.6","-","0"
"Beer Sheva Bgu","03/01/2023 18:50","69","13.4","-","0"
"Beer Sheva Bgu","03/01/2023 19:00","69","13.3","-","0"
"Beer Sheva Bgu","03/01/2023 19:10","70","13.2","-","0"
"Beer Sheva Bgu","03/01/2023 19:20","70","13.1","-","0"
"Beer Sheva Bgu","03/01/2023 19:30","71","13.1","-","0"
"Beer Sheva Bgu","03/01/2023 19:40","70","13","-","0"
"Beer Sheva Bgu","03/01/2023 19:50","71","13","-","0"
"Beer Sheva Bgu","03/01/2023 20:00","71","12.9","-","0"
"Beer Sheva Bgu","03/01/2023 20:10","71","12.8","-","0"
"Beer Sheva Bgu","03/01/2023 20:20","71","12.8","-","0"
"Beer Sheva Bgu","03/01/2023 20:30","71","12.7","-","0"
"Beer Sheva Bgu","03/01/2023 20:40","71","12.7","-","0"
"Beer Sheva Bgu","03/01/2023 20:50","70","12.7","-","0"
"Beer Sheva Bgu","03/01/2023 21:00","70","12.7","-","0"
"Beer Sheva Bgu","03/01/2023 21:10","70","12.6","-","0"
"Beer Sheva Bgu","03/01/2023 21:20","71","12.5","-","0"
"Beer Sheva Bgu","03/01/2023 21:30","71","12.5","-","0"
"Beer Sheva Bgu","03/01/2023 21:40","71","12.6","-","0"
"Beer Sheva Bgu","03/01/2023 21:50","72","12.5","-","0"
"Beer Sheva Bgu","03/01/2023 22:00","72","12.6","-","0"
"Beer Sheva Bgu","03/01/2023 22:10","71","12.7","-","0"
"Beer Sheva Bgu","03/01/2023 22:20","71","12.7","-","0"
"Beer Sheva Bgu","03/01/2023 22:30","71","12.5","-","0"
"Beer Sheva Bgu","03/01/2023 22:40","72","12.4","-","0"
"Beer Sheva Bgu","03/01/2023 22:50","72","12.3","-","0"
"Beer Sheva Bgu","03/01/2023 23:00","71","12.3","-","0"
"Beer Sheva Bgu","03/01/2023 23:10","71","12.2","-","0"
"Beer Sheva Bgu","03/01/2023 23:20","71","12.2","-","0"
"Beer Sheva Bgu","03/01/2023 23:30","71","12.2","-","0"
"Beer Sheva Bgu","03/01/2023 23:40","71","12.2","-","0"
"Beer Sheva Bgu","03/01/2023 23:50","70","12.2","-","0"
"Beer Sheva Bgu","04/01/2023 00:00","70","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 00:10","69","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 00:20","69","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 00:30","68","12.5","-","0"
"Beer Sheva Bgu","04/01/2023 00:40","68","12.6","-","0"
"Beer Sheva Bgu","04/01/2023 00:50","67","12.7","-","0"
"Beer Sheva Bgu","04/01/2023 01:00","67","12.7","-","0"
"Beer Sheva Bgu","04/01/2023 01:10","67","12.7","-","0"
"Beer Sheva Bgu","04/01/2023 01:20","66","12.8","-","0"
"Beer Sheva Bgu","04/01/2023 01:30","66","12.8","-","0"
"Beer Sheva Bgu","04/01/2023 01:40","66","12.8","-","0"
"Beer Sheva Bgu","04/01/2023 01:50","66","12.7","-","0"
"Beer Sheva Bgu","04/01/2023 02:00","66","12.6","-","0"
"Beer Sheva Bgu","04/01/2023 02:10","67","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 02:20","68","12.1","-","0"
"Beer Sheva Bgu","04/01/2023 02:30","68","12","-","0"
"Beer Sheva Bgu","04/01/2023 02:40","68","12","-","0"
"Beer Sheva Bgu","04/01/2023 02:50","68","12.1","-","0"
"Beer Sheva Bgu","04/01/2023 03:00","66","12.4","-","0"
"Beer Sheva Bgu","04/01/2023 03:10","66","12.5","-","0"
"Beer Sheva Bgu","04/01/2023 03:20","66","12.6","-","0"
"Beer Sheva Bgu","04/01/2023 03:30","65","12.6","-","0"
"Beer Sheva Bgu","04/01/2023 03:40","66","12.5","-","0"
"Beer Sheva Bgu","04/01/2023 03:50","70","12","-","0"
"Beer Sheva Bgu","04/01/2023 04:00","71","11.8","-","0"
"Beer Sheva Bgu","04/01/2023 04:10","71","11.5","-","0"
"Beer Sheva Bgu","04/01/2023 04:20","72","11.3","-","0"
"Beer Sheva Bgu","04/01/2023 04:30","74","10.9","-","0"
"Beer Sheva Bgu","04/01/2023 04:40","75","10.8","-","0"
"Beer Sheva Bgu","04/01/2023 04:50","75","10.7","-","0"
"Beer Sheva Bgu","04/01/2023 05:00","76","10.7","-","0"
"Beer Sheva Bgu","04/01/2023 05:10","77","10.7","-","0"
"Beer Sheva Bgu","04/01/2023 05:20","77","10.7","-","0"
"Beer Sheva Bgu","04/01/2023 05:30","77","10.8","-","0"
"Beer Sheva Bgu","04/01/2023 05:40","76","10.7","-","0"
"Beer Sheva Bgu","04/01/2023 05:50","77","10.6","-","0"
"Beer Sheva Bgu","04/01/2023 06:00","77","10.6","-","0"
"Beer Sheva Bgu","04/01/2023 06:10","78","10.5","-","0"
"Beer Sheva Bgu","04/01/2023 06:20","78","10.4","-","0"
"Beer Sheva Bgu","04/01/2023 06:30","78","10.3","-","0"
"Beer Sheva Bgu","04/01/2023 06:40","79","10.2","-","0"
"Beer Sheva Bgu","04/01/2023 06:50","79","10.2","-","0"
"Beer Sheva Bgu","04/01/2023 07:00","79","10.3","-","0"
"Beer Sheva Bgu","04/01/2023 07:10","78","10.5","-","0"
"Beer Sheva Bgu","04/01/2023 07:20","78","10.6","-","0"
"Beer Sheva Bgu","04/01/2023 07:30","77","10.7","-","0"
"Beer Sheva Bgu","04/01/2023 07:40","77","10.8","-","0"
"Beer Sheva Bgu","04/01/2023 07:50","77","11","-","0"
"Beer Sheva Bgu","04/01/2023 08:00","76","11.1","-","0"
"Beer Sheva Bgu","04/01/2023 08:10","76","11.1","-","0"
"Beer Sheva Bgu","04/01/2023 08:20","76","11.2","-","0"
"Beer Sheva Bgu","04/01/2023 08:30","75","11.3","-","0"
"Beer Sheva Bgu","04/01/2023 08:40","75","11.4","-","0"
"Beer Sheva Bgu","04/01/2023 08:50","75","11.5","-","0"
"Beer Sheva Bgu","04/01/2023 09:00","74","11.6","-","0"
"Beer Sheva Bgu","04/01/2023 09:10","74","11.8","-","0"
"Beer Sheva Bgu","04/01/2023 09:20","74","11.9","-","0"
"Beer Sheva Bgu","04/01/2023 09:30","73","12.1","-","0"
"Beer Sheva Bgu","04/01/2023 09:40","72","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 09:50","71","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 10:00","70","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 10:10","69","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 10:20","68","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 10:30","68","12.3","-","0"
"Beer Sheva Bgu","04/01/2023 10:40","66","12.8","-","0"
"Beer Sheva Bgu","04/01/2023 10:50","64","13.6","-","0"
"Beer Sheva Bgu","04/01/2023 11:00","63","14","-","0"
"Beer Sheva Bgu","04/01/2023 11:10","62","14.3","-","0"
"Beer Sheva Bgu","04/01/2023 11:20","61","14.6","-","0"
"Beer Sheva Bgu","04/01/2023 11:30","60","14.7","-","0"
"Beer Sheva Bgu","04/01/2023 11:40","60","15","-","0"
"Beer Sheva Bgu","04/01/2023 11:50","60","15.2","-","0"
"Beer Sheva Bgu","04/01/2023 12:00","60","15.1","-","0"
"Beer Sheva Bgu","04/01/2023 12:10","58","15.4","-","0"
"Beer Sheva Bgu","04/01/2023 12:20","57","15.8","-","0"
"Beer Sheva Bgu","04/01/2023 12:30","57","15.9","-","0"
"Beer Sheva Bgu","04/01/2023 12:40","57","16.2","-","0"
"Beer Sheva Bgu","04/01/2023 12:50","56","16.4","-","0"
"Beer Sheva Bgu","04/01/2023 13:00","55","17","-","0"
"Beer Sheva Bgu","04/01/2023 13:10","55","17","-","0"
"Beer Sheva Bgu","04/01/2023 13:20","55","16.8","-","0"
"Beer Sheva Bgu","04/01/2023 13:30","56","16.5","-","0"
"Beer Sheva Bgu","04/01/2023 13:40","57","16.3","-","0"
"Beer Sheva Bgu","04/01/2023 13:50","58","16.1","-","0"
"Beer Sheva Bgu","04/01/2023 14:00","57","16.4","-","0"
"Beer Sheva Bgu","04/01/2023 14:10","56","16.8","-","0"
"Beer Sheva Bgu","04/01/2023 14:20","56","16.9","-","0"
"Beer Sheva Bgu","04/01/2023 14:30","55","17.3","-","0"
"Beer Sheva Bgu","04/01/2023 14:40","55","17.3","-","0"
"Beer Sheva Bgu","04/01/2023 14:50","55","17","-","0"
"Beer Sheva Bgu","04/01/2023 15:00","55","16.8","-","0"
"Beer Sheva Bgu","04/01/2023 15:10","55","16.8","-","0"
"Beer Sheva Bgu","04/01/2023 15:20","56","16.9","-","0"
"Beer Sheva Bgu","04/01/2023 15:30","56","16.9","-","0"
"Beer Sheva Bgu","04/01/2023 15:40","55","17","-","0"
"Beer Sheva Bgu","04/01/2023 15:50","55","17","-","0"
"Beer Sheva Bgu","04/01/2023 16:00","55","16.8","-","0"
"Beer Sheva Bgu","04/01/2023 16:10","56","16.7","-","0"
"Beer Sheva Bgu","04/01/2023 16:20","56","16.7","-","0"
"Beer Sheva Bgu","04/01/2023 16:30","54","17.1","-","0"
"Beer Sheva Bgu","04/01/2023 16:40","54","17.2","-","0"
"Beer Sheva Bgu","04/01/2023 16:50","55","16.9","-","0"
"Beer Sheva Bgu","04/01/2023 17:00","55","16.9","-","0"
"Beer Sheva Bgu","04/01/2023 17:10","55","16.7","-","0"
"Beer Sheva Bgu","04/01/2023 17:20","56","16.8","-","0"
"Beer Sheva Bgu","04/01/2023 17:30","57","16.5","-","0"
"Beer Sheva Bgu","04/01/2023 17:40","58","16.2","-","0"
"Beer Sheva Bgu","04/01/2023 17:50","59","16","-","0"
"Beer Sheva Bgu","04/01/2023 18:00","59","15.9","-","0"
"Beer Sheva Bgu","04/01/2023 18:10","60","15.8","-","0"
"Beer Sheva Bgu","04/01/2023 18:20","61","15.7","-","0"
"Beer Sheva Bgu","04/01/2023 18:30","64","15.5","-","0"
"Beer Sheva Bgu","04/01/2023 18:40","69","15.2","-","0"
"Beer Sheva Bgu","04/01/2023 18:50","70","15","-","0"
"Beer Sheva Bgu","04/01/2023 19:00","71","14.6","-","0"
"Beer Sheva Bgu","04/01/2023 19:10","72","14.4","-","0"
"Beer Sheva Bgu","04/01/2023 19:20","73","14.2","-","0"
"Beer Sheva Bgu","04/01/2023 19:30","74","14","-","0"
"Beer Sheva Bgu","04/01/2023 19:40","74","13.9","-","0"
"Beer Sheva Bgu","04/01/2023 19:50","74","13.9","-","0"
"Beer Sheva Bgu","04/01/2023 20:00","75","13.8","-","0"
"Beer Sheva Bgu","04/01/2023 20:10","75","13.7","-","0"
"Beer Sheva Bgu","04/01/2023 20:20","75","13.6","-","0"
"Beer Sheva Bgu","04/01/2023 20:30","75","13.6","-","0"
"Beer Sheva Bgu","04/01/2023 20:40","75","13.3","-","0"
"Beer Sheva Bgu","04/01/2023 20:50","75","13","-","0"
"Beer Sheva Bgu","04/01/2023 21:00","76","12.8","-","0"
"Beer Sheva Bgu","04/01/2023 21:10","74","12.6","-","0"
"Beer Sheva Bgu","04/01/2023 21:20","73","12.5","-","0"
"Beer Sheva Bgu","04/01/2023 21:30","75","12.3","-","0"
