,stop_code,stop_name,agency_name,line_number,arrival_time
8586,11132,דרך מצדה/חז''ל,דן באר שבע,11,06:15:59
8571,11132,דרך מצדה/חז''ל,דן באר שבע,11,06:45:59
8536,11132,דרך מצדה/חז''ל,דן באר שבע,11,07:15:59
8496,11132,דרך מצדה/חז''ל,דן באר שבע,11,07:30:59
8466,11132,דרך מצדה/חז''ל,דן באר שבע,11,07:50:59
8566,11132,דרך מצדה/חז''ל,דן באר שבע,11,08:10:59
8381,11132,דרך מצדה/חז''ל,דן באר שבע,11,08:30:59
8386,11132,דרך מצדה/חז''ל,דן באר שבע,11,08:50:59
8361,11132,דרך מצדה/חז''ל,דן באר שבע,11,09:10:59
8366,11132,דרך מצדה/חז''ל,דן באר שבע,11,09:30:59
8416,11132,דרך מצדה/חז''ל,דן באר שבע,11,09:50:59
8421,11132,דרך מצדה/חז''ל,דן באר שבע,11,10:10:59
8371,11132,דרך מצדה/חז''ל,דן באר שבע,11,10:30:59
8396,11132,דרך מצדה/חז''ל,דן באר שבע,11,10:50:59
8391,11132,דרך מצדה/חז''ל,דן באר שבע,11,11:10:59
8376,11132,דרך מצדה/חז''ל,דן באר שבע,11,11:30:59
8411,11132,דרך מצדה/חז''ל,דן באר שבע,11,11:50:59
8401,11132,דרך מצדה/חז''ל,דן באר שבע,11,12:10:59
8406,11132,דרך מצדה/חז''ל,דן באר שבע,11,12:30:59
8501,11132,דרך מצדה/חז''ל,דן באר שבע,11,12:50:59
8561,11132,דרך מצדה/חז''ל,דן באר שבע,11,13:10:59
8541,11132,דרך מצדה/חז''ל,דן באר שבע,11,13:30:59
8546,11132,דרך מצדה/חז''ל,דן באר שבע,11,13:50:59
8591,11132,דרך מצדה/חז''ל,דן באר שבע,11,14:10:59
8581,11132,דרך מצדה/חז''ל,דן באר שבע,11,14:30:59
8506,11132,דרך מצדה/חז''ל,דן באר שבע,11,14:50:59
8526,11132,דרך מצדה/חז''ל,דן באר שבע,11,15:10:59
8596,11132,דרך מצדה/חז''ל,דן באר שבע,11,15:30:59
8511,11132,דרך מצדה/חז''ל,דן באר שבע,11,15:50:59
8531,11132,דרך מצדה/חז''ל,דן באר שבע,11,16:10:59
8471,11132,דרך מצדה/חז''ל,דן באר שבע,11,16:30:59
8601,11132,דרך מצדה/חז''ל,דן באר שבע,11,16:50:59
8551,11132,דרך מצדה/חז''ל,דן באר שבע,11,17:10:59
8516,11132,דרך מצדה/חז''ל,דן באר שבע,11,17:30:59
8481,11132,דרך מצדה/חז''ל,דן באר שבע,11,17:50:59
8606,11132,דרך מצדה/חז''ל,דן באר שבע,11,18:10:59
8476,11132,דרך מצדה/חז''ל,דן באר שבע,11,18:30:59
8611,11132,דרך מצדה/חז''ל,דן באר שבע,11,18:50:59
8486,11132,דרך מצדה/חז''ל,דן באר שבע,11,19:10:59
8521,11132,דרך מצדה/חז''ל,דן באר שבע,11,19:35:59
8556,11132,דרך מצדה/חז''ל,דן באר שבע,11,20:05:59
8576,11132,דרך מצדה/חז''ל,דן באר שבע,11,20:35:59
8491,11132,דרך מצדה/חז''ל,דן באר שבע,11,21:05:59
7198,11132,דרך מצדה/חז''ל,דן באר שבע,12,05:24:59
7156,11132,דרך מצדה/חז''ל,דן באר שבע,12,05:48:59
7096,11132,דרך מצדה/חז''ל,דן באר שבע,12,06:12:59
7120,11132,דרך מצדה/חז''ל,דן באר שבע,12,06:32:59
7090,11132,דרך מצדה/חז''ל,דן באר שבע,12,07:02:59
7138,11132,דרך מצדה/חז''ל,דן באר שבע,12,07:33:59
7108,11132,דרך מצדה/חז''ל,דן באר שבע,12,07:54:59
7102,11132,דרך מצדה/חז''ל,דן באר שבע,12,08:17:59
7123,11132,דרך מצדה/חז''ל,דן באר שבע,12,08:44:59
7129,11132,דרך מצדה/חז''ל,דן באר שבע,12,09:12:59
7099,11132,דרך מצדה/חז''ל,דן באר שבע,12,09:32:59
7111,11132,דרך מצדה/חז''ל,דן באר שבע,12,09:52:59
7132,11132,דרך מצדה/חז''ל,דן באר שבע,12,10:12:59
7093,11132,דרך מצדה/חז''ל,דן באר שבע,12,10:32:59
7117,11132,דרך מצדה/חז''ל,דן באר שבע,12,10:52:59
7105,11132,דרך מצדה/חז''ל,דן באר שבע,12,11:12:59
7126,11132,דרך מצדה/חז''ל,דן באר שבע,12,11:32:59
7114,11132,דרך מצדה/חז''ל,דן באר שבע,12,11:52:59
7135,11132,דרך מצדה/חז''ל,דן באר שבע,12,12:12:59
7216,11132,דרך מצדה/חז''ל,דן באר שבע,12,12:32:59
7192,11132,דרך מצדה/חז''ל,דן באר שבע,12,12:52:59
7222,11132,דרך מצדה/חז''ל,דן באר שבע,12,13:12:59
7219,11132,דרך מצדה/חז''ל,דן באר שבע,12,13:32:59
7207,11132,דרך מצדה/חז''ל,דן באר שבע,12,13:52:59
7147,11132,דרך מצדה/חז''ל,דן באר שבע,12,14:12:59
7213,11132,דרך מצדה/חז''ל,דן באר שבע,12,14:32:59
7195,11132,דרך מצדה/חז''ל,דן באר שבע,12,14:52:59
7210,11132,דרך מצדה/חז''ל,דן באר שבע,12,15:12:59
7189,11132,דרך מצדה/חז''ל,דן באר שבע,12,15:32:59
7180,11132,דרך מצדה/חז''ל,דן באר שבע,12,15:52:59
7162,11132,דרך מצדה/חז''ל,דן באר שבע,12,16:12:59
7150,11132,דרך מצדה/חז''ל,דן באר שבע,12,16:32:59
7168,11132,דרך מצדה/חז''ל,דן באר שבע,12,16:52:59
7174,11132,דרך מצדה/חז''ל,דן באר שבע,12,17:12:59
7144,11132,דרך מצדה/חז''ל,דן באר שבע,12,17:36:59
7177,11132,דרך מצדה/חז''ל,דן באר שבע,12,18:00:59
7141,11132,דרך מצדה/חז''ל,דן באר שבע,12,18:24:59
7186,11132,דרך מצדה/חז''ל,דן באר שבע,12,18:48:59
7159,11132,דרך מצדה/חז''ל,דן באר שבע,12,19:12:59
7201,11132,דרך מצדה/חז''ל,דן באר שבע,12,19:42:59
7204,11132,דרך מצדה/חז''ל,דן באר שבע,12,20:12:59
7153,11132,דרך מצדה/חז''ל,דן באר שבע,12,20:52:59
7165,11132,דרך מצדה/חז''ל,דן באר שבע,12,21:42:59
7039,11132,דרך מצדה/חז''ל,דן באר שבע,12,22:12:59
7171,11132,דרך מצדה/חז''ל,דן באר שבע,12,22:42:59
7036,11132,דרך מצדה/חז''ל,דן באר שבע,12,23:12:59
7183,11132,דרך מצדה/חז''ל,דן באר שבע,12,23:42:59
8267,11132,דרך מצדה/חז''ל,דן באר שבע,12א,05:12:59
8210,11132,דרך מצדה/חז''ל,דן באר שבע,12א,05:36:59
8192,11132,דרך מצדה/חז''ל,דן באר שבע,12א,06:00:59
8306,11132,דרך מצדה/חז''ל,דן באר שבע,12א,06:22:59
8315,11132,דרך מצדה/חז''ל,דן באר שבע,12א,06:42:59
8297,11132,דרך מצדה/חז''ל,דן באר שבע,12א,06:52:59
8273,11132,דרך מצדה/חז''ל,דן באר שבע,12א,07:12:59
8309,11132,דרך מצדה/חז''ל,דן באר שבע,12א,07:19:59
8285,11132,דרך מצדה/חז''ל,דן באר שבע,12א,07:26:59
8288,11132,דרך מצדה/חז''ל,דן באר שבע,12א,07:40:59
8333,11132,דרך מצדה/חז''ל,דן באר שבע,12א,07:47:59
8279,11132,דרך מצדה/חז''ל,דן באר שבע,12א,08:01:59
8312,11132,דרך מצדה/חז''ל,דן באר שבע,12א,08:08:59
8282,11132,דרך מצדה/חז''ל,דן באר שבע,12א,08:26:59
8318,11132,דרך מצדה/חז''ל,דן באר שבע,12א,08:35:59
8321,11132,דרך מצדה/חז''ל,דן באר שבע,12א,08:53:59
8300,11132,דרך מצדה/חז''ל,דן באר שבע,12א,09:02:59
8339,11132,דרך מצדה/חז''ל,דן באר שבע,12א,09:22:59
8324,11132,דרך מצדה/חז''ל,דן באר שבע,12א,09:42:59
8270,11132,דרך מצדה/חז''ל,דן באר שבע,12א,10:02:59
8291,11132,דרך מצדה/חז''ל,דן באר שבע,12א,10:22:59
8294,11132,דרך מצדה/חז''ל,דן באר שבע,12א,10:42:59
8303,11132,דרך מצדה/חז''ל,דן באר שבע,12א,11:02:59
8327,11132,דרך מצדה/חז''ל,דן באר שבע,12א,11:22:59
8276,11132,דרך מצדה/חז''ל,דן באר שבע,12א,11:42:59
8330,11132,דרך מצדה/חז''ל,דן באר שבע,12א,12:02:59
8222,11132,דרך מצדה/חז''ל,דן באר שבע,12א,12:22:59
8240,11132,דרך מצדה/חז''ל,דן באר שבע,12א,12:42:59
8252,11132,דרך מצדה/חז''ל,דן באר שבע,12א,13:02:59
8204,11132,דרך מצדה/חז''ל,דן באר שבע,12א,13:22:59
8336,11132,דרך מצדה/חז''ל,דן באר שבע,12א,13:42:59
8225,11132,דרך מצדה/חז''ל,דן באר שבע,12א,14:02:59
8228,11132,דרך מצדה/חז''ל,דן באר שבע,12א,14:22:59
8195,11132,דרך מצדה/חז''ל,דן באר שבע,12א,14:42:59
8231,11132,דרך מצדה/חז''ל,דן באר שבע,12א,15:02:59
8249,11132,דרך מצדה/חז''ל,דן באר שבע,12א,15:22:59
8213,11132,דרך מצדה/חז''ל,דן באר שבע,12א,15:42:59
8198,11132,דרך מצדה/חז''ל,דן באר שבע,12א,16:02:59
8201,11132,דרך מצדה/חז''ל,דן באר שבע,12א,16:22:59
8246,11132,דרך מצדה/חז''ל,דן באר שבע,12א,16:42:59
8237,11132,דרך מצדה/חז''ל,דן באר שבע,12א,17:02:59
8219,11132,דרך מצדה/חז''ל,דן באר שבע,12א,17:24:59
8207,11132,דרך מצדה/חז''ל,דן באר שבע,12א,17:48:59
8216,11132,דרך מצדה/חז''ל,דן באר שבע,12א,18:12:59
8255,11132,דרך מצדה/חז''ל,דן באר שבע,12א,18:36:59
8234,11132,דרך מצדה/חז''ל,דן באר שבע,12א,19:00:59
8258,11132,דרך מצדה/חז''ל,דן באר שבע,12א,19:27:59
8261,11132,דרך מצדה/חז''ל,דן באר שבע,12א,19:57:59
8264,11132,דרך מצדה/חז''ל,דן באר שבע,12א,20:32:59
8243,11132,דרך מצדה/חז''ל,דן באר שבע,12א,21:12:59
167,11132,דרך מצדה/חז''ל,דן בדרום,332,06:36:34
137,11132,דרך מצדה/חז''ל,דן בדרום,332,07:36:34
192,11132,דרך מצדה/חז''ל,דן בדרום,332,07:56:34
142,11132,דרך מצדה/חז''ל,דן בדרום,332,08:36:34
157,11132,דרך מצדה/חז''ל,דן בדרום,332,09:06:34
147,11132,דרך מצדה/חז''ל,דן בדרום,332,09:36:34
162,11132,דרך מצדה/חז''ל,דן בדרום,332,10:36:34
202,11132,דרך מצדה/חז''ל,דן בדרום,332,11:36:34
152,11132,דרך מצדה/חז''ל,דן בדרום,332,12:36:34
182,11132,דרך מצדה/חז''ל,דן בדרום,332,13:36:34
172,11132,דרך מצדה/חז''ל,דן בדרום,332,14:36:34
187,11132,דרך מצדה/חז''ל,דן בדרום,332,15:36:34
177,11132,דרך מצדה/חז''ל,דן בדרום,332,16:36:34
197,11132,דרך מצדה/חז''ל,דן בדרום,332,17:36:34
207,11132,דרך מצדה/חז''ל,דן בדרום,332,18:36:34
9155,11132,דרך מצדה/חז''ל,אגד,49,12:36:58
9180,11132,דרך מצדה/חז''ל,אגד,49,13:26:58
9160,11132,דרך מצדה/חז''ל,אגד,49,14:06:58
9200,11132,דרך מצדה/חז''ל,אגד,49,14:46:58
9190,11132,דרך מצדה/חז''ל,אגד,49,15:26:58
9195,11132,דרך מצדה/חז''ל,אגד,49,16:06:58
9175,11132,דרך מצדה/חז''ל,אגד,49,16:46:58
9165,11132,דרך מצדה/חז''ל,אגד,49,17:26:58
9205,11132,דרך מצדה/חז''ל,אגד,49,18:06:58
9210,11132,דרך מצדה/חז''ל,אגד,49,18:46:58
9185,11132,דרך מצדה/חז''ל,אגד,49,19:36:58
9170,11132,דרך מצדה/חז''ל,אגד,49,20:36:58
7720,11132,דרך מצדה/חז''ל,דן באר שבע,6,05:15:59
7816,11132,דרך מצדה/חז''ל,דן באר שבע,6,05:35:59
7789,11132,דרך מצדה/חז''ל,דן באר שבע,6,05:55:59
7828,11132,דרך מצדה/חז''ל,דן באר שבע,6,06:15:59
7855,11132,דרך מצדה/חז''ל,דן באר שבע,6,06:27:59
7687,11132,דרך מצדה/חז''ל,דן באר שבע,6,06:39:59
7663,11132,דרך מצדה/חז''ל,דן באר שבע,6,06:51:59
7627,11132,דרך מצדה/חז''ל,דן באר שבע,6,07:03:59
7621,11132,דרך מצדה/חז''ל,דן באר שבע,6,07:15:59
7861,11132,דרך מצדה/חז''ל,דן באר שבע,6,07:24:59
7756,11132,דרך מצדה/חז''ל,דן באר שבע,6,07:33:59
7672,11132,דרך מצדה/חז''ל,דן באר שבע,6,07:42:59
7633,11132,דרך מצדה/חז''ל,דן באר שבע,6,07:51:59
7618,11132,דרך מצדה/חז''ל,דן באר שבע,6,08:00:59
7840,11132,דרך מצדה/חז''ל,דן באר שבע,6,08:09:59
7624,11132,דרך מצדה/חז''ל,דן באר שבע,6,08:19:59
7669,11132,דרך מצדה/חז''ל,דן באר שבע,6,08:29:59
7690,11132,דרך מצדה/חז''ל,דן באר שבע,6,08:39:59
7837,11132,דרך מצדה/חז''ל,דן באר שבע,6,08:49:59
7834,11132,דרך מצדה/חז''ל,דן באר שבע,6,08:59:59
7732,11132,דרך מצדה/חז''ל,דן באר שבע,6,09:09:59
7798,11132,דרך מצדה/חז''ל,דן באר שבע,6,09:19:59
7702,11132,דרך מצדה/חז''ל,דן באר שבע,6,09:29:59
7681,11132,דרך מצדה/חז''ל,דן באר שבע,6,09:39:59
7699,11132,דרך מצדה/חז''ל,דן באר שבע,6,09:49:59
7795,11132,דרך מצדה/חז''ל,דן באר שבע,6,09:59:59
7729,11132,דרך מצדה/חז''ל,דן באר שבע,6,10:09:59
7666,11132,דרך מצדה/חז''ל,דן באר שבע,6,10:19:59
7762,11132,דרך מצדה/חז''ל,דן באר שבע,6,10:29:59
7819,11132,דרך מצדה/חז''ל,דן באר שבע,6,10:39:59
7813,11132,דרך מצדה/חז''ל,דן באר שבע,6,10:49:59
7726,11132,דרך מצדה/חז''ל,דן באר שבע,6,10:59:59
7864,11132,דרך מצדה/חז''ל,דן באר שבע,6,11:09:59
7792,11132,דרך מצדה/חז''ל,דן באר שבע,6,11:19:59
7636,11132,דרך מצדה/חז''ל,דן באר שבע,6,11:29:59
7615,11132,דרך מצדה/חז''ל,דן באר שבע,6,11:39:59
7696,11132,דרך מצדה/חז''ל,דן באר שבע,6,11:49:59
7786,11132,דרך מצדה/חז''ל,דן באר שבע,6,11:59:59
7759,11132,דרך מצדה/חז''ל,דן באר שבע,6,12:09:59
7693,11132,דרך מצדה/חז''ל,דן באר שבע,6,12:19:59
7723,11132,דרך מצדה/חז''ל,דן באר שבע,6,12:29:59
7630,11132,דרך מצדה/חז''ל,דן באר שבע,6,12:39:59
7801,11132,דרך מצדה/חז''ל,דן באר שבע,6,12:49:59
7705,11132,דרך מצדה/חז''ל,דן באר שבע,6,12:59:59
7684,11132,דרך מצדה/חז''ל,דן באר שבע,6,13:09:59
7846,11132,דרך מצדה/חז''ל,דן באר שבע,6,13:19:59
7642,11132,דרך מצדה/חז''ל,דן באר שבע,6,13:29:59
7822,11132,דרך מצדה/חז''ל,דן באר שבע,6,13:39:59
7843,11132,דרך מצדה/חז''ל,דן באר שבע,6,13:49:59
7738,11132,דרך מצדה/חז''ל,דן באר שבע,6,13:59:59
7639,11132,דרך מצדה/חז''ל,דן באר שבע,6,14:09:59
7870,11132,דרך מצדה/חז''ל,דן באר שבע,6,14:19:59
7867,11132,דרך מצדה/חז''ל,דן באר שבע,6,14:29:59
7858,11132,דרך מצדה/חז''ל,דן באר שבע,6,14:39:59
7735,11132,דרך מצדה/חז''ל,דן באר שבע,6,14:49:59
7765,11132,דרך מצדה/חז''ל,דן באר שבע,6,14:59:59
7873,11132,דרך מצדה/חז''ל,דן באר שבע,6,15:09:59
7804,11132,דרך מצדה/חז''ל,דן באר שבע,6,15:19:59
7852,11132,דרך מצדה/חז''ל,דן באר שבע,6,15:29:59
7825,11132,דרך מצדה/חז''ל,דן באר שבע,6,15:39:59
7708,11132,דרך מצדה/חז''ל,דן באר שבע,6,15:49:59
7849,11132,דרך מצדה/חז''ל,דן באר שבע,6,15:59:59
7645,11132,דרך מצדה/חז''ל,דן באר שבע,6,16:09:59
7648,11132,דרך מצדה/חז''ל,דן באר שבע,6,16:19:59
7777,11132,דרך מצדה/חז''ל,דן באר שבע,6,16:29:59
7657,11132,דרך מצדה/חז''ל,דן באר שבע,6,16:39:59
7714,11132,דרך מצדה/חז''ל,דן באר שבע,6,16:49:59
7774,11132,דרך מצדה/חז''ל,דן באר שבע,6,16:59:59
7711,11132,דרך מצדה/חז''ל,דן באר שבע,6,17:09:59
7771,11132,דרך מצדה/חז''ל,דן באר שבע,6,17:21:59
7744,11132,דרך מצדה/חז''ל,דן באר שבע,6,17:33:59
7654,11132,דרך מצדה/חז''ל,דן באר שבע,6,17:45:59
7741,11132,דרך מצדה/חז''ל,דן באר שבע,6,17:57:59
7768,11132,דרך מצדה/חז''ל,דן באר שבע,6,18:10:59
7810,11132,דרך מצדה/חז''ל,דן באר שבע,6,18:25:59
7678,11132,דרך מצדה/חז''ל,דן באר שבע,6,18:40:59
7831,11132,דרך מצדה/חז''ל,דן באר שבע,6,18:55:59
7879,11132,דרך מצדה/חז''ל,דן באר שבע,6,19:10:59
7660,11132,דרך מצדה/חז''ל,דן באר שבע,6,19:25:59
7651,11132,דרך מצדה/חז''ל,דן באר שבע,6,19:40:59
7750,11132,דרך מצדה/חז''ל,דן באר שבע,6,19:55:59
7876,11132,דרך מצדה/חז''ל,דן באר שבע,6,20:10:59
7807,11132,דרך מצדה/חז''ל,דן באר שבע,6,20:30:59
7783,11132,דרך מצדה/חז''ל,דן באר שבע,6,20:50:59
7675,11132,דרך מצדה/חז''ל,דן באר שבע,6,21:10:59
7612,11132,דרך מצדה/חז''ל,דן באר שבע,6,21:30:59
7753,11132,דרך מצדה/חז''ל,דן באר שבע,6,21:50:59
7747,11132,דרך מצדה/חז''ל,דן באר שבע,6,22:10:59
7609,11132,דרך מצדה/חז''ל,דן באר שבע,6,22:30:59
7780,11132,דרך מצדה/חז''ל,דן באר שבע,6,22:50:59
7717,11132,דרך מצדה/חז''ל,דן באר שבע,6,23:15:59
8585,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,06:14:59
8570,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,06:44:59
8535,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,07:14:59
8495,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,07:29:59
8465,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,07:49:59
8565,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,08:09:59
8380,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,08:29:59
8385,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,08:49:59
8360,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,09:09:59
8365,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,09:29:59
8415,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,09:49:59
8420,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,10:09:59
8370,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,10:29:59
8395,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,10:49:59
8390,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,11:09:59
8375,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,11:29:59
8410,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,11:49:59
8400,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,12:09:59
8405,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,12:29:59
8500,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,12:49:59
8560,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,13:09:59
8540,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,13:29:59
8545,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,13:49:59
8590,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,14:09:59
8580,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,14:29:59
8505,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,14:49:59
8525,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,15:09:59
8595,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,15:29:59
8510,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,15:49:59
8530,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,16:09:59
8470,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,16:29:59
8600,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,16:49:59
8550,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,17:09:59
8515,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,17:29:59
8480,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,17:49:59
8605,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,18:09:59
8475,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,18:29:59
8610,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,18:49:59
8485,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,19:09:59
8520,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,19:34:59
8555,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,20:04:59
8575,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,20:34:59
8490,11292,דרך מצדה/יהודה הלוי,דן באר שבע,11,21:04:59
7197,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,05:24:14
7155,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,05:48:14
7095,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,06:12:14
7119,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,06:32:14
7089,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,07:02:14
7137,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,07:33:14
7107,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,07:54:14
7101,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,08:17:14
7122,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,08:44:14
7128,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,09:12:14
7098,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,09:32:14
7110,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,09:52:14
7131,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,10:12:14
7092,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,10:32:14
7116,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,10:52:14
7104,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,11:12:14
7125,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,11:32:14
7113,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,11:52:14
7134,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,12:12:14
7215,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,12:32:14
7191,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,12:52:14
7221,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,13:12:14
7218,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,13:32:14
7206,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,13:52:14
7146,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,14:12:14
7212,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,14:32:14
7194,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,14:52:14
7209,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,15:12:14
7188,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,15:32:14
7179,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,15:52:14
7161,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,16:12:14
7149,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,16:32:14
7167,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,16:52:14
7173,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,17:12:14
7143,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,17:36:14
7176,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,18:00:14
7140,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,18:24:14
7185,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,18:48:14
7158,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,19:12:14
7200,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,19:42:14
7203,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,20:12:14
7152,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,20:52:14
7164,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,21:42:14
7038,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,22:12:14
7170,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,22:42:14
7035,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,23:12:14
7182,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12,23:42:14
8266,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,05:12:14
8209,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,05:36:14
8191,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,06:00:14
8305,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,06:22:14
8314,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,06:42:14
8296,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,06:52:14
8272,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,07:12:14
8308,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,07:19:14
8284,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,07:26:14
8287,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,07:40:14
8332,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,07:47:14
8278,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,08:01:14
8311,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,08:08:14
8281,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,08:26:14
8317,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,08:35:14
8320,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,08:53:14
8299,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,09:02:14
8338,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,09:22:14
8323,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,09:42:14
8269,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,10:02:14
8290,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,10:22:14
8293,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,10:42:14
8302,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,11:02:14
8326,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,11:22:14
8275,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,11:42:14
8329,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,12:02:14
8221,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,12:22:14
8239,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,12:42:14
8251,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,13:02:14
8203,11292,דרך מצדה/יהודה הלוי,דן באר שבע,12א,13:22:14
